Year,Month,Monthly Average,Monthly Anomaly Uncertainty
1992,9,11.613999999999999,0.106
1992,10,9.328999999999999,0.088
1992,11,5.878,0.089
1992,12,4.073,0.14
1993,1,3.267,0.131
1993,2,3.794,0.073
1993,3,5.873,0.091
1993,4,8.639999999999999,0.033
1993,5,11.408999999999999,0.049
1993,6,13.502,0.061
1993,7,14.535,0.081
1993,8,13.808,0.086
1993,9,11.943,0.086
1993,10,9.607999999999999,0.145
1993,11,5.756,0.085
1993,12,4.067,0.078
1994,1,3.064,0.079
1994,2,2.818,0.113
1994,3,5.695,0.108
1994,4,8.959,0.06
1994,5,11.645,0.063
1994,6,14.132,0.042
1994,7,14.66,0.079
1994,8,13.92,0.111
1994,9,12.479,0.066
1994,10,10.01,0.109
1994,11,6.817,0.05
1994,12,4.1290000000000004,0.045
1995,1,3.565,0.073
1995,2,4.668,0.064
1995,3,5.914000000000001,0.078
1995,4,8.949,0.053
1995,5,11.536,0.067
1995,6,14.116999999999999,0.118
1995,7,15.052,0.075
1995,8,14.605,0.088
1995,9,12.538,0.086
1995,10,10.085999999999999,0.09
1995,11,6.756,0.08
1995,12,4.111,0.071
1996,1,2.8850000000000002,0.041
1996,2,3.987,0.091
1996,3,5.5120000000000005,0.037
1996,4,8.649999999999999,0.07
1996,5,11.54,0.12
1996,6,13.612,0.058
1996,7,14.786999999999999,0.066
1996,8,14.564,0.074
1996,9,12.309999999999999,0.092
1996,10,9.495999999999999,0.074
1996,11,6.526000000000001,0.079
1996,12,4.314,0.059
1997,1,3.174,0.078
1997,2,3.769,0.061
1997,3,5.915,0.049
1997,4,8.824,0.065
1997,5,11.523,0.069
1997,6,14.098,0.08
1997,7,14.475,0.082
1997,8,14.21,0.074
1997,9,12.642999999999999,0.089
1997,10,10.104,0.07
1997,11,6.856,0.054
1997,12,4.438,0.05
1998,1,3.399,0.04
1998,2,4.85,0.07
1998,3,5.954000000000001,0.094
1998,4,9.33,0.068
1998,5,12.232,0.059
1998,6,14.497,0.09
1998,7,15.305,0.106
1998,8,14.867,0.065
1998,9,12.673,0.06
1998,10,9.963,0.075
1998,11,6.433,0.049
1998,12,4.712,0.052
1999,1,3.6,0.059
1999,2,4.672000000000001,0.086
1999,3,5.507000000000001,0.09
1999,4,8.748999999999999,0.059
1999,5,11.631,0.071
1999,6,14.016,0.123
1999,7,14.821,0.062
1999,8,14.335,0.07
1999,9,12.713999999999999,0.058
1999,10,9.981,0.118
1999,11,6.632000000000001,0.058
1999,12,4.58,0.08
2000,1,2.969,0.049
2000,2,4.183,0.072
2000,3,6.1610000000000005,0.054
2000,4,9.501,0.066
2000,5,11.824,0.063
2000,6,14.023,0.07
2000,7,14.825999999999999,0.054
2000,8,14.531,0.069
2000,9,12.561,0.049
2000,10,9.456,0.09
2000,11,6.287,0.07
2000,12,3.8770000000000002,0.047
2001,1,3.38,0.082
2001,2,3.744,0.085
2001,3,6.196000000000001,0.06
2001,4,9.193999999999999,0.067
2001,5,12.237,0.069
2001,6,14.065,0.066
2001,7,15.107999999999999,0.064
2001,8,14.408000000000001,0.092
2001,9,12.706999999999999,0.088
2001,10,9.893999999999998,0.06
2001,11,7.311,0.056
2001,12,4.523,0.078
2002,1,4.072,0.095
2002,2,4.721,0.08
2002,3,6.748,0.067
2002,4,9.17,0.084
2002,5,12.206,0.057
2002,6,14.056,0.06
2002,7,15.325,0.053
2002,8,14.538,0.075
2002,9,12.979,0.066
2002,10,9.969,0.069
2002,11,6.913,0.057
2002,12,4.0760000000000005,0.078
2003,1,4.025,0.07
2003,2,4.11,0.041
2003,3,6.027,0.073
2003,4,9.123999999999999,0.046
2003,5,12.100999999999999,0.108
2003,6,13.971,0.051
2003,7,14.969,0.049
2003,8,14.67,0.079
2003,9,12.91,0.038
2003,10,10.415,0.085
2003,11,6.682,0.081
2003,12,5.1690000000000005,0.061
2004,1,3.591,0.064
2004,2,4.477,0.055
2004,3,6.316000000000001,0.064
2004,4,9.208,0.082
2004,5,11.479,0.124
2004,6,13.875,0.083
2004,7,14.274,0.067
2004,8,14.174000000000001,0.068
2004,9,12.615,0.125
2004,10,10.197999999999999,0.064
2004,11,7.325,0.063
2004,12,4.2860000000000005,0.068
2005,1,3.85,0.078
2005,2,3.9320000000000004,0.066
2005,3,6.524,0.085
2005,4,9.503,0.086
2005,5,12.167,0.061
2005,6,14.431,0.073
2005,7,15.155999999999999,0.061
2005,8,14.504000000000001,0.046
2005,9,13.24,0.066
2005,10,10.639999999999999,0.071
2005,11,7.453,0.067
2005,12,4.8870000000000005,0.056
2006,1,3.284,0.051
2006,2,4.413,0.052
2006,3,6.284000000000001,0.082
2006,4,8.997,0.088
2006,5,11.708,0.075
2006,6,14.407,0.045
2006,7,14.959999999999999,0.108
2006,8,14.892000000000001,0.101
2006,9,12.895,0.067
2006,10,10.338999999999999,0.051
2006,11,6.973000000000001,0.071
2006,12,5.038,0.048
2007,1,4.627000000000001,0.071
2007,2,4.2620000000000005,0.104
2007,3,6.372,0.071
2007,4,9.761999999999999,0.127
2007,5,12.495,0.084
2007,6,14.325,0.076
2007,7,15.202,0.044
2007,8,14.756,0.089
2007,9,12.977,0.103
2007,10,10.341999999999999,0.088
2007,11,7.115,0.076
2007,12,4.566,0.067
2008,1,2.912,0.075
2008,2,3.6180000000000003,0.033
2008,3,6.851,0.078
2008,4,9.258,0.073
2008,5,11.984,0.108
2008,6,14.111,0.083
2008,7,15.139999999999999,0.059
2008,8,14.341000000000001,0.074
2008,9,12.821,0.075
2008,10,10.460999999999999,0.102
2008,11,7.271000000000001,0.105
2008,12,4.423,0.07
2009,1,3.7199999999999998,0.036
2009,2,4.115,0.082
2009,3,6.071000000000001,0.108
2009,4,9.296999999999999,0.082
2009,5,12.131,0.061
2009,6,14.239,0.07
2009,7,15.277,0.058
2009,8,14.715,0.056
2009,9,13.193,0.105
2009,10,10.149,0.061
2009,11,7.101,0.123
2009,12,4.338,0.103
2010,1,3.7359999999999998,0.063
2010,2,4.405,0.057
2010,3,6.704000000000001,0.072
2010,4,9.649999999999999,0.046
2010,5,12.402,0.077
2010,6,14.379999999999999,0.103
2010,7,15.174,0.075
2010,8,14.784,0.069
2010,9,12.943,0.089
2010,10,10.485999999999999,0.094
2010,11,7.527,0.109
2010,12,4.299,0.069
2011,1,3.343,0.069
2011,2,3.745,0.076
2011,3,6.0680000000000005,0.04
2011,4,9.447999999999999,0.039
2011,5,11.939,0.121
2011,6,14.347,0.077
2011,7,15.511,0.076
2011,8,15.096,0.114
2011,9,12.943,0.09
2011,10,10.43,0.082
2011,11,6.844,0.104
2011,12,4.671,0.111
2012,1,3.166,0.071
2012,2,3.595,0.09
2012,3,5.998,0.059
2012,4,9.617999999999999,0.094
2012,5,12.533999999999999,0.107
2012,6,14.46,0.096
2012,7,15.114999999999998,0.092
2012,8,14.72,0.074
2012,9,13.032,0.074
2012,10,10.427999999999999,0.102
2012,11,7.142,0.09
2012,12,4.054,0.101
2013,1,3.7270000000000003,0.068
2013,2,4.1770000000000005,0.086
2013,3,6.208,0.081
2013,4,8.982999999999999,0.094
2013,5,12.149,0.09
2013,6,14.538,0.07
2013,7,15.004,0.093
2013,8,14.817,0.085
2013,9,13.198,0.096
2013,10,10.290999999999999,0.076
2013,11,7.413,0.076
2013,12,4.713,0.115
2014,1,3.786,0.094
2014,2,3.494,0.07
2014,3,6.329000000000001,0.111
2014,4,9.572999999999999,0.077
2014,5,12.504,0.092
2014,6,14.284,0.109
2014,7,14.908,0.107
2014,8,14.931000000000001,0.089
2014,9,13.144,0.088
2014,10,10.379999999999999,0.074
2014,11,6.759,0.055
2014,12,4.925,0.092
2015,1,3.947,0.106
2015,2,4.676,0.069
2015,3,6.728,0.05
2015,4,9.308,0.074
2015,5,12.289,0.084
2015,6,14.495,0.053
2015,7,15.103,0.079
2015,8,14.816,0.079
2015,9,13.042,0.098
2015,10,10.831999999999999,0.064
2015,11,7.474,0.055
2015,12,5.536,0.085
2016,1,4.265000000000001,0.073
2016,2,5.406000000000001,0.094
2016,3,7.495,0.054
2016,4,10.123999999999999,0.061
2016,5,12.565999999999999,0.115
2016,6,14.361,0.106
2016,7,15.305,0.101
2016,8,15.336,0.088
2016,9,13.234,0.078
2016,10,10.276,0.079
2016,11,7.229,0.104
2016,12,4.961,0.073
2017,1,4.214,0.077
2017,2,4.936,0.078
2017,3,7.096,0.083
2017,4,9.581999999999999,0.072
2017,5,12.552999999999999,0.118
2017,6,14.237,0.121
2017,7,15.338999999999999,0.084
2017,8,14.962,0.076
2017,9,13.091999999999999,0.108
2017,10,10.567,0.119
2017,11,7.162000000000001,0.063
2017,12,5.164,0.057
2018,1,3.8280000000000003,0.071
2018,2,4.311,0.08
2018,3,6.689,0.122
2018,4,9.62,0.097
2018,5,12.399,0.163
2018,6,14.451,0.169
2018,7,15.471,0.072
2018,8,14.863000000000001,0.11
2018,9,12.975,0.123
2018,10,10.677999999999999,0.14
2018,11,6.891,0.058
2018,12,4.93,0.056
2019,1,4.083,0.08
2019,2,4.424,0.069
2019,3,7.089,0.076
2019,4,9.802999999999999,0.093
2019,5,12.280999999999999,0.089
2019,6,14.494,0.1
2019,7,15.472,0.083
2019,8,14.979000000000001,0.077
2019,9,13.265,0.114
2019,10,10.798,0.122
2019,11,7.324,0.104
2019,12,5.426,0.101
2020,1,4.659000000000001,0.1
2020,2,5.304,0.099
2020,3,7.039,0.061
2020,4,9.934999999999999,0.102
2020,5,12.558,0.099
2020,6,14.609,0.124
2020,7,15.484,0.071
2020,8,14.983,0.07
2020,9,13.512,0.083
2020,10,10.498,0.102
2020,11,7.7860000000000005,0.176
2020,12,4.823,0.105
2021,1,3.87,0.107
2021,2,3.9410000000000003,0.079
2021,3,6.659000000000001,0.07
2021,4,9.363999999999999,0.044
2021,5,12.322,0.094
2021,6,14.574,0.067
2021,7,15.644,0.082
2021,8,15.066,0.119
2021,9,13.373999999999999,0.077
2021,10,10.825999999999999,0.098
2021,11,7.4270000000000005,0.121
2021,12,4.99,0.127
2022,1,4.009,0.084
2022,2,4.372,0.089
2022,3,6.782,0.1
2022,4,9.629,0.115
2022,5,12.298,0.087
2022,6,14.737,0.107
2022,7,15.603,0.061
2022,8,15.128,0.089
2022,9,13.224,0.102
2022,10,10.776,0.098
2022,11,6.782,0.117
2022,12,4.5760000000000005,0.121
2023,1,3.815,0.111
2023,2,4.628,0.076
2023,3,7.229,0.095
2023,4,9.5,0.091
2023,5,12.33,0.081
2023,6,14.771,0.115
2023,7,15.822999999999999,0.07
2023,8,15.508000000000001,0.101
2023,9,14.221,0.08
2023,10,11.296999999999999,0.139
2023,11,8.139,0.134
2023,12,5.632,0.114
